Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS POLICE AUTH,,5000165121,"8,160,239.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST SUSSEX CC,,5000165126,"4,391,896.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST YORKSHIRE POLICE AUTHORITY,,5000165128,"5,474,645.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIGAN MBC,,5000165134,"4,898,893.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,,5000165135,"330,568.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE POLICE,,5000165136,"919,750.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIRRAL MBC,,5000165142,"5,762,335.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WOLVERHAMPTON MBC,,5000165147,"5,262,309.00",Yes,
Communities & Local Government,DCLG,01/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,WORCESTERSHIRE COUNTY COUNCIL,,5000165151,"3,960,900.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BARKING & DAGENHAM LB,,5000164452,"-2,408,327.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BARNSLEY MBC,,5000164456,"-2,232,759.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BIRMINGHAM CITY CNCL,,5000164472,"-18,024,100.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BLACKBURN WITH DARWEN BC,,5000164476,"-2,001,482.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,,5000164478,"-2,162,888.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BOLTON MBC,,5000164483,"-3,923,366.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BRADFORD MBC,,5000164491,"-6,106,844.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,,5000164497,"-4,532,986.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,BURY MBC,,5000164518,"-2,314,744.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,CALDERDALE MBC,,5000164521,"-2,568,220.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,,5000165169,"-6,540,062.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,COVENTRY CITY CNCL,,5000164572,"-5,031,816.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,DARLINGTON BC,,5000164583,"-1,474,367.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,DERBY CITY CNCL,,5000164590,"-3,837,423.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,,5000164600,"-3,711,175.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,DUDLEY MBC,,5000164606,"-4,202,725.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,,5000165171,"-4,854,723.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,EAST RIDING OF YORKS,,5000164627,"-3,621,166.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ENFIELD LB,,5000164640,"-4,526,974.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,GATESHEAD MBC,,5000164663,"-3,810,435.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,GREENWICH LB,,5000164679,"-2,701,499.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HALTON BC,,5000164685,"-2,088,778.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HARINGEY LB,,5000164695,"-2,773,967.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HARROW LB,,5000164701,"-2,174,732.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HARTLEPOOL BOROUGH COUNCIL,,5000164705,"-1,210,168.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,,5000164714,"-2,028,173.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,HULL CITY COUNCIL,,5000164753,"-4,236,448.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ISLE OF WIGHT CNCL,,5000164737,"-1,513,100.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ISLES OF SCILLY COUNCIL,,5000164741,"-58,689.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,KIRKLEES MBC,,5000164757,"-4,706,318.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,KNOWSLEY MBC,,5000164760,"-1,732,595.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LEICESTER CITY CNCL,,5000164771,"-4,679,058.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LEWISHAM LB,,5000164778,"-2,167,147.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LIVERPOOL CITY COUNCIL,,5000164785,"-8,243,024.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF HACKNEY,,5000164682,"-3,538,692.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF LAMBETH,,5000164761,"-4,990,042.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF NEWHAM,,5000164833,"-3,874,393.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF REDBRIDGE,,5000164900,"-2,367,906.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,LUTON BC,,5000164788,"-2,898,482.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,,5000164817,"-1,858,198.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,NORTH TYNESIDE MBC,,5000164853,"-2,552,591.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,NORTHUMBERLAND,,5000165173,"-3,234,199.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,,5000164867,"-5,561,108.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,OLDHAM MBC,,5000164879,"-2,613,946.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,PLYMOUTH CITY CNCL,,5000164888,"-3,863,294.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,REDCAR & CLEVELAND BOROUGH COUNCIL,,5000164902,"-2,178,231.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ROCHDALE MBC,,5000164914,"-2,796,068.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,,5000164921,"-3,068,752.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SALFORD CITY CNCL,,5000164935,"-3,681,930.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SANDWELL MBC,,5000164938,"-4,129,769.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SEFTON MBC,,5000164944,"-3,117,344.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,,5000164950,"-9,052,917.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,,5000165175,"-3,306,770.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,,5000164988,"-1,281,324.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,,5000164993,"-2,099,874.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,ST HELENS MBC,,5000165004,"-2,165,418.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,STOKE ON TRENT CITY COUNCIL,,5000165018,"-3,768,386.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,SUNDERLAND DC,,5000165029,"-3,767,423.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,TAMESIDE MBC,,5000165042,"-2,564,301.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,TORBAY BC,,5000165068,"-1,652,248.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WALSALL MBC,,5000165085,"-3,062,118.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WALTHAM FOREST LB,,5000165087,"-2,368,086.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WANDSWORTH LB,,5000165090,"-4,577,525.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WIGAN MBC,,5000165133,"-3,489,268.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WIRRAL MBC,,5000165141,"-3,021,485.00",Yes,
Communities & Local Government,DCLG,01/06/2011,NNDR Billing Authorities Receipts,Treasury,WOLVERHAMPTON MBC,,5000165148,"-3,179,666.00",Yes,
Communities & Local Government,DCLG,01/06/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,,5106163449,"1,428.00",,
Communities & Local Government,DCLG,01/06/2011,Security,Finance & Corporate Services,CHUBB SYSTEMS,,5106162856,591.93,,
Communities & Local Government,DCLG,02/06/2011,Fixed Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,,5106163408,"515,631.52",,
Communities & Local Government,DCLG,02/06/2011,Telephone call costs,Localism,7E COMMUNICATIONS LTD,,5106163733,557.03,,
Communities & Local Government,DCLG,02/06/2011,IT - Service Contracts,Localism,INFORMED SOLUTIONS LTD,,5106162886,"1,080.00",,
Communities & Local Government,DCLG,02/06/2011,IT - Service Contracts,Localism,INFORMED SOLUTIONS LTD,,5106163367,"3,600.00",,
Communities & Local Government,DCLG,02/06/2011,IT - Service Contracts,Neighbourhoods,I B M UK LTD,,5106163617,"141,742.80",,
Communities & Local Government,DCLG,02/06/2011,IT - Service Contracts,Neighbourhoods,I B M UK LTD,,5106163619,"18,000.00",,
Communities & Local Government,DCLG,02/06/2011,IT - Service Contracts,Neighbourhoods,I B M UK LTD,,5106163621,"246,855.60",,
Communities & Local Government,DCLG,02/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106163561,689.86,,
Communities & Local Government,DCLG,02/06/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163429,549.78,,
Communities & Local Government,DCLG,02/06/2011,Publishing,Finance & Corporate Services,GRAY PUBLISHING,,5106163646,"2,784.00",,
Communities & Local Government,DCLG,02/06/2011,Research,Finance & Corporate Services,UNIVERSITY COLLEGE LONDON,,2300001708,"-30,256.25",,
Communities & Local Government,DCLG,02/06/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,,5106163630,"44,735.00",,
Communities & Local Government,DCLG,02/06/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,,5106163630,573.36,,
Communities & Local Government,DCLG,02/06/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,,5106163630,"4,971.57",,
Communities & Local Government,DCLG,02/06/2011,Research,Neighbourhoods,YORKSHIRE DALES NATIONAL PARK,,5106163681,"10,871.22",,
Communities & Local Government,DCLG,02/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106163586,"1,613.00",,
Communities & Local Government,DCLG,02/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106163588,"1,613.00",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,CABLE & WIRELESS,,5106163667,543.02,,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,CABLE & WIRELESS,,5106163695,518.96,,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"17,070.37",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"9,563.35",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"13,709.48",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"32,266.48",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"6,581.52",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"13,876.19",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"23,631.84",,
Communities & Local Government,DCLG,02/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163383,"2,647.37",,
Communities & Local Government,DCLG,02/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163371,"1,092.75",,
Communities & Local Government,DCLG,02/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163534,"1,404.00",,
Communities & Local Government,DCLG,03/06/2011,Conferences and Meeting Facilities,Localism,LOCAL GOVERNMENT ASSOCIATION,,5106163651,460.00,,
Communities & Local Government,DCLG,03/06/2011,Current Grants to Non Profit Bodies,Localism,TPAS LTD,Yes,2100204332,"10,000.00",Yes,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,2100204364,"-15,442.12",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,2100204370,"-12,872.99",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163373,"46,230.84",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163374,"46,360.32",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163375,"47,204.52",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163376,"45,791.89",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163377,"41,533.30",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163378,"45,214.42",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163379,"3,309.37",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163423,"1,154.66",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163424,"3,309.37",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163476,"12,872.99",,
Communities & Local Government,DCLG,03/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163479,"15,442.12",,
Communities & Local Government,DCLG,03/06/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,5106163786,"3,509.65",,
Communities & Local Government,DCLG,03/06/2011,Medals,Localism,ROYAL MINT,,5106163754,"1,841.40",,
Communities & Local Government,DCLG,03/06/2011,Professional services,Neighbourhoods,VALUATION OFFICE AGENCY,,5106161461,"26,817.00",,
Communities & Local Government,DCLG,03/06/2011,Publications,Finance & Corporate Services,JONES YARRELL LEADENHALL LTD,,5106163728,619.26,,
Communities & Local Government,DCLG,03/06/2011,Subscriptions,Localism,SKILLS FOR JUSTICE,,5106163767,"188,921.00",,
Communities & Local Government,DCLG,03/06/2011,Telecoms equipment (non-capitalised),Treasury,B T PAYMENT SERVICES LTD,,5106163748,"2,311.80",,
Communities & Local Government,DCLG,03/06/2011,Training,Finance & Corporate Services,I B M UK LTD,,5106163751,"9,153.80",,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Localism,SOUTH YORKS FIRE & RESCUE,,5106163752,853.50,,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Localism,SOUTH YORKS FIRE & RESCUE,,5106163752,818.97,,
Communities & Local Government,DCLG,06/06/2011,Accommodation Service Charges,Localism,CB RICHARD ELLIS,,5106163876,"18,904.60",,
Communities & Local Government,DCLG,06/06/2011,Accommodation Service Charges,Localism,CB RICHARD ELLIS,,5106163878,"5,264.27",,
Communities & Local Government,DCLG,06/06/2011,Accommodation Service Charges,Localism,CB RICHARD ELLIS,,5106163880,"5,264.27",,
Communities & Local Government,DCLG,06/06/2011,Accommodation Service Charges,Localism,LEAFRANGE LIMITED,,5106163884,"1,263.60",,
Communities & Local Government,DCLG,06/06/2011,AME Subsidy CFER,Neighbourhoods,BRENT LB (HSG),,5000149832,"-223,826.00",Yes,
Communities & Local Government,DCLG,06/06/2011,AME Subsidy CFER,Neighbourhoods,STOCKTON-ON-TEES BC (HSG),,5000163404,"-2,535,526.00",Yes,
