ALB,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Home & Communities Agency,UNCLASSIFIED,Hyder Consulting Ltd,"1,431.00"
Home & Communities Agency,UNCLASSIFIED,HYDROCK,"134,109.29"
Home & Communities Agency,UNCLASSIFIED,IAM DRIVE & SURVIVE,"1,365.00"
Home & Communities Agency,UNCLASSIFIED,INNER CITY SOLUTIONS,"30,718.25"
Home & Communities Agency,UNCLASSIFIED,JB Planning Associates,"4,706.12"
Home & Communities Agency,UNCLASSIFIED,Jodi Berg,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,JOHN THOMPSON & PARTNERS,"40,191.97"
Home & Communities Agency,UNCLASSIFIED,JOHN WALKER CONSULTANTS LTD,"23,577.85"
Home & Communities Agency,UNCLASSIFIED,JONATHAN MIDDLETON,"3,338.70"
Home & Communities Agency,UNCLASSIFIED,JONES LANG LASALLE (PROPERTY ACCT),"431,409.73"
Home & Communities Agency,UNCLASSIFIED,JSA REGENERATION LTD,"10,772.50"
Home & Communities Agency,UNCLASSIFIED,JSHFA Ltd,"7,840.00"
Home & Communities Agency,UNCLASSIFIED,KANTAR MEDIA INTELLIGENCE LTD,"49,330.00"
Home & Communities Agency,UNCLASSIFIED,KARAKUSEVIC AND CARSON,"46,224.00"
Home & Communities Agency,UNCLASSIFIED,KAREN CHIVERALL,"6,000.00"
Home & Communities Agency,UNCLASSIFIED,KEPPIE MASSIE,"1,750.00"
Home & Communities Agency,UNCLASSIFIED,King Sturge Llp,"36,714.14"
Home & Communities Agency,UNCLASSIFIED,KING WILKINSON & COMPANY,"2,883.94"
Home & Communities Agency,UNCLASSIFIED,KINGCOMBE AQUACARE LTD,677.74
Home & Communities Agency,UNCLASSIFIED,Knight Frank LLP,"266,882.46"
Home & Communities Agency,UNCLASSIFIED,Lambert Smith Hampton Group Ltd,914.66
Home & Communities Agency,UNCLASSIFIED,LDA Design,"77,131.96"
Home & Communities Agency,UNCLASSIFIED,LEEDS CONSULTANCY SERVICES,"6,310.07"
Home & Communities Agency,UNCLASSIFIED,LEYTON ORIENT COMMUNITY SPORTS PROGRAMME,"3,444.00"
Home & Communities Agency,UNCLASSIFIED,LIVE WORK NETWORK LTD,"10,000.00"
Home & Communities Agency,UNCLASSIFIED,LIVERPOOL CITY COUNCIL,"113,177.36"
Home & Communities Agency,UNCLASSIFIED,LONDON BOROUGH OF CAMDEN NNDR,"114,460.00"
Home & Communities Agency,UNCLASSIFIED,London School of Economics,"59,012.00"
Home & Communities Agency,UNCLASSIFIED,LOVEJOY,"2,000.00"
Home & Communities Agency,UNCLASSIFIED,LTB CONSULTANCY LTD,"77,435.69"
Home & Communities Agency,UNCLASSIFIED,MACCREANOR LAVINGTON ARCHITECTS B.V,"54,640.87"
Home & Communities Agency,UNCLASSIFIED,Mace Macro Ltd,"172,535.00"
Home & Communities Agency,UNCLASSIFIED,MAP INTERIORS LTD,740.08
Home & Communities Agency,UNCLASSIFIED,MARJAN WOUDA,595
Home & Communities Agency,UNCLASSIFIED,Mark Lupton,"14,049.60"
Home & Communities Agency,UNCLASSIFIED,MAXWELL STAMP PLC,"61,443.34"
Home & Communities Agency,UNCLASSIFIED,MERIDIAN DELTA LIMITED,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,MICHAEL KING,"8,343.40"
Home & Communities Agency,UNCLASSIFIED,MICHAEL PAGE,"4,571.00"
Home & Communities Agency,UNCLASSIFIED,MIKE J APPLETON LTD,"5,621.74"
Home & Communities Agency,UNCLASSIFIED,MIKE WEST CONSULTING,"6,447.90"
Home & Communities Agency,UNCLASSIFIED,MJP ARCHITECTS,"46,921.85"
Home & Communities Agency,UNCLASSIFIED,MOORHOUSE CONSULTING LIMITED,"65,309.30"
Home & Communities Agency,UNCLASSIFIED,MOUCHEL LIMITED,"58,480.31"
Home & Communities Agency,UNCLASSIFIED,MR R THORNTON,500
Home & Communities Agency,UNCLASSIFIED,NATHANIEL LICHFIELD & PARTNERS,"16,004.63"
Home & Communities Agency,UNCLASSIFIED,NATIONAL AUDIT OFFICE,"126,000.00"
Home & Communities Agency,UNCLASSIFIED,NEIL MERRICK,900
Home & Communities Agency,UNCLASSIFIED,NEW MASTERPLANNING LIMITED,"7,100.00"
Home & Communities Agency,UNCLASSIFIED,Newsquest (London) Ltd,"3,400.00"
Home & Communities Agency,UNCLASSIFIED,NICHOLAS J MUSE,"24,900.00"
Home & Communities Agency,UNCLASSIFIED,NORMAN BROADBENT,"9,000.00"
Home & Communities Agency,UNCLASSIFIED,NORTH EAST ECONOMIC FORUM,"9,600.00"
Home & Communities Agency,UNCLASSIFIED,NORTH WEST HOUSING FORUM,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,OAKDENE CONSULTING,"25,000.00"
Home & Communities Agency,UNCLASSIFIED,OPEN BUSINESS CONSULTING LTD,800
Home & Communities Agency,UNCLASSIFIED,OVE ARUP & PARTNERS,"28,502.75"
Home & Communities Agency,UNCLASSIFIED,PARSONS BRINCKERHOFF,"142,977.37"
Home & Communities Agency,UNCLASSIFIED,PEERLESS HILL PARTNERSHIP,"19,000.00"
Home & Communities Agency,UNCLASSIFIED,PENSION PROTECTION FUND,"161,809.00"
Home & Communities Agency,UNCLASSIFIED,PEOPLE - PROPERTY - SOLUTIONS,"34,507.63"
Home & Communities Agency,UNCLASSIFIED,PETE BAILEY,"82,525.00"
Home & Communities Agency,UNCLASSIFIED,PETER BEVINGTON,"1,000.00"
Home & Communities Agency,UNCLASSIFIED,PETER DIGBY,"19,852.66"
Home & Communities Agency,UNCLASSIFIED,PHILIP JENKS CONSULTANCY LTD,"13,500.00"
Home & Communities Agency,UNCLASSIFIED,PICK EVERARD,"12,237.63"
Home & Communities Agency,UNCLASSIFIED,PKS ARCHITECTS,"23,920.98"
Home & Communities Agency,UNCLASSIFIED,PLACES FOR PEOPLE HOMES,"79,565.22"
Home & Communities Agency,UNCLASSIFIED,POLLARD THOMAS EDWARDS ARCHITECTS,"95,419.33"
Home & Communities Agency,UNCLASSIFIED,PORT OF LONDON AUTHORITY,"60,301.21"
Home & Communities Agency,UNCLASSIFIED,Ppcworldwide,"3,925.00"
Home & Communities Agency,UNCLASSIFIED,PRP ARCHITECTS LIMITED,"143,628.75"
Home & Communities Agency,UNCLASSIFIED,PURCELL MILLER TRITTON,"39,695.63"
Home & Communities Agency,UNCLASSIFIED,QM COSTS,"2,018.85"
Home & Communities Agency,UNCLASSIFIED,R A BEATTIE CONSULTANCY LTD,"10,631.35"
Home & Communities Agency,UNCLASSIFIED,RED ISLAND CONSULTING LTD,"7,315.00"
Home & Communities Agency,UNCLASSIFIED,REDHILL ANALYSTS LTD,"3,110.00"
Home & Communities Agency,UNCLASSIFIED,Regeneris Consulting Ltd,"84,991.93"
Home & Communities Agency,UNCLASSIFIED,RICHARD HODKINSON CONSULTANCY,"10,325.00"
Home & Communities Agency,UNCLASSIFIED,RICK MATHER ARCHITECTS,"20,600.00"
Home & Communities Agency,UNCLASSIFIED,ROB WARD,500
Home & Communities Agency,UNCLASSIFIED,ROBERT NIX,"10,000.00"
Home & Communities Agency,UNCLASSIFIED,RURAL INNOVATION,"43,050.30"
Home & Communities Agency,UNCLASSIFIED,Savills ,"344,298.19"
Home & Communities Agency,UNCLASSIFIED,Scott Wilson,"452,469.24"
Home & Communities Agency,UNCLASSIFIED,Shared Intelligence,"89,379.50"
Home & Communities Agency,UNCLASSIFIED,SIMON BELL INTERNATIONAL,"19,408.96"
Home & Communities Agency,UNCLASSIFIED,SLR CONSULTING LTD,"13,742.00"
Home & Communities Agency,UNCLASSIFIED,SOLACE ENTERPRISES,517
Home & Communities Agency,UNCLASSIFIED,SPAWFORTH ROLINSON LTD,691
Home & Communities Agency,UNCLASSIFIED,ST.LUKE'S CHURCH,"1,000.00"
Home & Communities Agency,UNCLASSIFIED,STEER DAVIES & GLEAVE LTD,"25,310.00"
Home & Communities Agency,UNCLASSIFIED,SUSTAINABLE & RENEWABLE ENERGY CONSULTANCY,"4,426.40"
Home & Communities Agency,UNCLASSIFIED,T E SCUDDER LTD,"138,933.26"
Home & Communities Agency,UNCLASSIFIED,TAYLOR REID,"2,900.00"
Home & Communities Agency,UNCLASSIFIED,TERRY FARRELL AND PARTNERS,"125,000.00"
Home & Communities Agency,UNCLASSIFIED,TGC TRADING LTD,"1,000.00"
Home & Communities Agency,UNCLASSIFIED,THE BAYSWATER INSTITUTE,854.41
Home & Communities Agency,UNCLASSIFIED,THE CHARITY CENTRE,777.3
Home & Communities Agency,UNCLASSIFIED,THE COMMUNITY LEGACY TRUST,"32,525.00"
Home & Communities Agency,UNCLASSIFIED,The Copyright Licensing Agency Ltd,"16,274.00"
Home & Communities Agency,UNCLASSIFIED,THE HOUSING FORUM LTD,"18,000.00"
Home & Communities Agency,UNCLASSIFIED,THE NATIONAL ENERGY FOUNDATION,"1,000.00"
Home & Communities Agency,UNCLASSIFIED,The Work Foundation,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,THE YOUNG FOUNDATION,"40,342.00"
Home & Communities Agency,UNCLASSIFIED,Thus PLC,"11,122.55"
Home & Communities Agency,UNCLASSIFIED,TONY SMITH CONSULTANTS LIMITED,"11,627.50"
Home & Communities Agency,UNCLASSIFIED,TPS SCHAL,"91,017.00"
Home & Communities Agency,UNCLASSIFIED,Turner & Townsend,"100,799.90"
Home & Communities Agency,UNCLASSIFIED,UK GREEN BUILDING COUNCIL,"5,000.00"
Home & Communities Agency,UNCLASSIFIED,UNIQWIN UK LTD,"3,591.00"
Home & Communities Agency,UNCLASSIFIED,URBAN DESIGN AND MEDIATION LIMITED,"3,235.00"
Home & Communities Agency,UNCLASSIFIED,URS Corporation Ltd,"10,000.00"
Home & Communities Agency,UNCLASSIFIED,URSUS CONSULTING,"48,335.45"
Home & Communities Agency,UNCLASSIFIED,VICKERY HOLMAN PROPERTY CONSULTANTS,"8,000.00"
Home & Communities Agency,UNCLASSIFIED,WARDELL ARMSTRONG LLP,"9,179.45"
Home & Communities Agency,UNCLASSIFIED,Whirledge and Nott,"2,248.00"
Home & Communities Agency,UNCLASSIFIED,White Young Green,"4,898.90"
Home & Communities Agency,UNCLASSIFIED,WILSON FLETCHER LTD,"31,309.21"
Home & Communities Agency,UNCLASSIFIED,WOODS HARDWICK SURVEYING LIMITED,"1,250.00"
Home & Communities Agency,UNCLASSIFIED,WOOLF BOND PLANNING,"1,112.42"
Home & Communities Agency,UNCLASSIFIED,WYG ENGINEERING LTD,"1,034,888.98"
Home & Communities Agency,UNCLASSIFIED,XENON GROUP,"5,600.00"
Home & Communities Agency,VEHICLE HIRE,ENTERPRISE RENT A CAR,"2,211.52"
Home & Communities Agency,VEHICLE HIRE,PULMAN VOLKSWAGEN,"1,201.32"
Home & Communities Agency,VEHICLE MAINTENANCE,ACE VEHICLE DELIVERIES,"1,292.47"
Home & Communities Agency,VEHICLE MAINTENANCE,Autoglass Limited,"4,088.87"
Home & Communities Agency,VEHICLE MAINTENANCE,AUTORESTORE,"2,034.26"
Home & Communities Agency,VEHICLE MAINTENANCE,BEADLES SIDCUP LTD,653.83
Home & Communities Agency,VEHICLE MAINTENANCE,CHANDLER COMMUNICATIONS LTD,943
Home & Communities Agency,VEHICLE MAINTENANCE,D & J COACHWORKS (NORTH EAST) LTD,"1,549.74"
Home & Communities Agency,VEHICLE MAINTENANCE,DAVE DOWSE T/A CLEAR FINISH SERVICES,"1,050.00"
Home & Communities Agency,VEHICLE MAINTENANCE,WAYSIDE BODYSHOP,789.51
Home & Communities Agency,WAREHOUSING AND STORAGE,NOTTINGHAM REMOVALS AND STORAGE LTD,"3,847.13"
Home & Communities Agency,WAREHOUSING AND STORAGE,SQUIRREL STORAGE,501.2
Home & Communities Agency,WASTE MANAGEMENT SERVICES,ABLE SKIP HIRE,"1,500.00"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,BAGNALL & MORRIS WASTE SERVICES LTD,"6,469.69"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,BIFFA WASTE SERVICES LTD,"2,389.77"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,BIFFA WASTE SERVICES LTD,"1,899.52"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,BYWATERS (LEYTON) LTD,"3,979.95"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,GARRITY & CO,"43,889.57"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,GREENWICH CONSTRUCTION,"1,820.00"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,Groundwork Uk,559
Home & Communities Agency,WASTE MANAGEMENT SERVICES,LITTER BOSS,"28,192.97"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,N E RECYCLING LTD,662.3
Home & Communities Agency,WASTE MANAGEMENT SERVICES,OIL & WATER LTD,"10,662.00"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,Paper Round,"7,839.05"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,PAUL JAMES TYRES,"2,500.00"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,PHS DATASHRED,"1,431.85"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,REISSWOLF LONDON LTD,"5,976.13"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,SAVE A CUP RECYCLING COMPANY LTD,"1,181.50"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,SHANKS WASTE MANAGEMENT LTD,"5,259.41"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,SHRED-IT LTD,"5,838.80"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,VEOLIA ENVIRONMENTAL,"4,012.48"
Home & Communities Agency,WASTE MANAGEMENT SERVICES,W N LIMITED,868
Home & Communities Agency,WATER,Anglian Water Services Ltd,"204,829.47"
Home & Communities Agency,WATER,BRISTOL WESSEX BILLING SERVICE,"3,149.32"
Home & Communities Agency,WATER,NORTHUMBRIAN WATER,"30,519.60"
Home & Communities Agency,WATER,SEVERN TRENT WATER LTD,"21,709.00"
Home & Communities Agency,WATER,SOUTH EAST WATER,"1,632.80"
Home & Communities Agency,WATER,SOUTH STAFFORDSHIRE WATER PLC,"6,674.36"
Home & Communities Agency,WATER,SOUTH WEST WATER,"5,688.37"
Home & Communities Agency,WATER,THAMES WATER UTILITIES LTD,"106,927.57"
Home & Communities Agency,WATER,United Utilities,"71,486.80"
Home & Communities Agency,WATER,WATER DIRECT,"2,782.50"
