"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","EO-B","18763","27023","Helpdesk Adviser - people@bis","0.8","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","EO-B","18763","27023","Information Services Analyst","2.62","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","EO-B","18763","27023","Procurement Support Officer","1.79","Procurement"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","EO-B","18763","27023","Reprographics Operator","1.67","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","EO-D","20133","27281","IT Service and Technical Support","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G6-B","50043","67313","Senior Estates Manager","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G6-B","50043","67313","Senior Operational Manager","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","Assurance and Performanace Manager","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","Contracted Services Manager","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","Contracts Manager","1","Procurement"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","IT Manager","2","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","Senior Estates Commercial Manager","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","G7-B","40686","55562","Service Manager - ICT Infrastructure","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","IT Manager","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Business Continuity Manager - Security","1","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Estates Manager","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Helpdesk Adviser - HR Online","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Information Services Analyst","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","IT Manager","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","IT Service and Technical Support","1","Procurement"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Mail Porterage and Furniture Services Manager","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Network Manager - Technical Analyst","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Network Specialist Database Systems Administration","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Procurement Manager","1","Procurement"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Programme Manager","1","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Reprographics Operator","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Senior Space Planner","1","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Service Manager - briefing at BIS, Commsnet, FCP","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Services Officer - ELGAR","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-B","23570","32866","Telecoms Support Officer","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","HEO-D","25152","33027","Technical Analyst","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","SEO-B","28741","40701","Business Continuity Manager - Security","1","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","SEO-B","28741","40701","Electronic Records Service Manager","0.58","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","SEO-B","28741","40701","Health and Safety Manager and Senior Project Support","0.59","Property and asset management"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","SEO-B","28741","40701","IT Manager","2","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CD - Commercial Directorate","SCS1-03-01-02","SEO-B","28741","40701","Network Specialist","1","Information Technology"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","G6-B","50043","67313","Finance Programme Manager","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","G6-B","50043","67313","Head of Commercial Strategy","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","G6-B","50043","67313","Head of Shared Services Planning and Implementation","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","G7-B","40686","55562","Commercial Strategy Team","2","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","G7-B","40686","55562","Principal Procurement Manager","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","HEO-B","23570","32866","Commercial Strategy Team","1","Finance"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FD - Finance Directorate","SCS1-03-02-01","HEO-D","25152","33027","Commercial Strategy and Programme","1","Finance"
