Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1017804,73743
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1017804,103604
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1017804,190867
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1017804,44316
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015802,17009.55
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015802,11703
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015802,2496.88
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015802,9076.88
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1015802,4406.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Non-Grant in Aid Funding of Bodies (Departmental and Non-Departmental),Knowledge and Innovation Group - Innovation,NATIONAL MEASUREMENT OFFICE,1016091,4820000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Conference and Exhibition Services (Programme),Business & Skills Group - Information Economy,NATIONAL MICROELECTRONICS INSTITUTE,1015428,5000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL OFFENDER MANAGEMENT SERVICE,1016116,3717500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL OFFENDER MANAGEMENT SERVICE,1016116,1356000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education,NATIONAL OFFENDER MANAGEMENT SERVICE,1016116,4124500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",NATIONAL POLICING IMPROVEMENT AGENCY,1016687,227.35
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Professional Training,Finance & Commercial Group - Information and Workplace Strategies,NATIONAL SCHOOL OF GOVERNMENT,1017409,2895
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Leadership & People Management Training,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,NATIONAL SCHOOL OF GOVERNMENT,1017597,1235
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Leadership & People Management Training,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,NATIONAL SCHOOL OF GOVERNMENT,1017853,615
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,External Training,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,NATIONAL SCHOOL OF GOVERNMENT,1017596,1550
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,External Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015836,6899.19
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1017768,7900
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,PPM (Project & Programme Management) Training,Finance & Commercial Group - Information and Workplace Strategies,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015711,2385
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Leadership & People Management Training,Knowledge and Innovation Group - Higher Education Admin,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1017773,1495
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015508,1390
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015708,1390
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1015709,1390
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Employment Relations,NATIONAL UNION OF JOURNALISTS,1016404,69379
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),1015758,35000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal",NEOPOST LTD,1016814,54
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,NETWORK RAIL INFRASTRUCTURE LTD,1015672,2850
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NEWPORT CITY COUNCIL,1017124,3502.1
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Industries,NH ATLANTA HOTEL,1015275,187.26
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Industries,NH ATLANTA HOTEL,1015276,131.43
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Knowledge and Innovation Group - RESEARCH BASE,NH ATLANTA HOTEL,1015277,144.31
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Knowledge and Innovation Group - RESEARCH BASE,NH ATLANTA HOTEL,1015279,146.03
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Market and Frameworks Group - Consumer and Competition Policy,NH ATLANTA HOTEL,1015266,357.34
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Market and Frameworks Group - Consumer and Competition Policy,NH ATLANTA HOTEL,1015281,578.97
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Market and Frameworks Group - ECO,NH ATLANTA HOTEL,1015278,140.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Hotels Overseas,Market and Frameworks Group - Employment Relations,NH ATLANTA HOTEL,1015264,157.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - RESEARCH BASE,NHS GREATER GLASGOW AND CLYDE,1016853,11017.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,NINIAN SOLUTIONS LTD T/A HUDDLE,1017056,34860
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",NOMENSA LTD,1016263,1750
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,North Lanarkshire Council,1016777,46721.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Grant in Aid - Current -Other,Business & Skills Group - Economic Development Directorate,NORTHWEST REGIONAL DEVELOPMENT AGENCY,1016101,40000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NOTTINGHAM CITY COUNCIL,1016094,129997
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NOTTINGHAMSHIRE COUNTY COUNCIL,1017685,15247.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NOTTINGHAMSHIRE COUNTY COUNCIL,1017685,13614.22
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,NOTTINGHAMSHIRE COUNTY COUNCIL,1017685,20718
