Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021922,4.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021924,61.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021925,2.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021926,5.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021927,31.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021929,14.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021930,284.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021932,89.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021933,177.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021934,177.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021936,6.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021937,479.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021938,574.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021939,282.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021940,6.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021941,10.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021942,12.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021943,3.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021944,12.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021945,9.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021946,4.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021947,4.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021948,5.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021949,4.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021951,4.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021953,165.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021954,300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021954,104.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021958,165.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021960,1443.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021962,2470.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021965,183.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021967,1440.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021968,270.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021968,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021968,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021968,155.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021970,47.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021970,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021970,363.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021970,977.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021970,400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021974,165.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021977,9.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021979,10.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021980,8.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021981,21.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021982,146.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021984,5.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1021985,25.25
