Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LINCOLNSHIRE POLICE AUTH,5000151053,"493,850.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LIVERPOOL CITY COUNCIL,5000151057,"7,934,863.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LONDON BOROUGH OF HACKNEY,5000150876,"5,578,452.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LONDON BOROUGH OF LAMBETH,5000151013,"5,221,787.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LONDON BOROUGH OF NEWHAM,5000151139,"5,680,025.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LONDON BOROUGH OF REDBRIDGE,5000151256,"2,081,757.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,LUTON BC,5000151060,"2,051,700.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MALDON DC,5000151065,"94,303.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MALVERN HILLS DC,5000151071,"109,526.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MANCHESTER CITY CNCL,5000151075,"8,358,389.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MANSFIELD DC,5000151081,"253,023.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MEDWAY COUNCIL,5000151084,"1,808,034.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MELTON BC,5000151087,"89,740.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,5000151094,"1,130,228.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MERSEYSIDE POLICE AUTH,5000151096,"3,342,144.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MERTON LB,5000151099,"1,309,732.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MID DEVON DC,5000151101,"141,184.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MID SUFFOLK DC,5000151106,"133,596.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MIDDLESBROUGH BC,5000151112,"2,041,316.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,MILTON KEYNES BC,5000151118,"1,853,989.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NEWARK & SHERWOOD DC,5000151130,"235,700.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NEWCASTLE UNDER LYME BC,5000151135,"270,426.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NEWCASTLE UPON TYNE DC,5000151132,"4,075,159.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORFOLK COUNTY COUNCIL,5000151141,"4,002,779.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORFOLK POLICE AUTHORITY,5000151143,"730,417.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH DORSET DC,5000151149,"103,922.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH EAST DERBYSHIRE DC,5000151125,"167,715.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH EAST LINCOLN DC,5000151152,"1,545,580.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH KESTEVEN DC,5000151160,"199,833.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH LINCOLNSHIRE DC,5000151161,"1,322,232.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH NORFOLK DC,5000151164,"205,568.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH SOMERSET DC,5000151169,"757,878.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH TYNESIDE MBC,5000151173,"2,006,391.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH YORKSHIRE CC,5000151179,"826,995.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,5000151180,"250,757.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTH YORKSHIRE POLICE AUTHORITY,5000151182,"552,666.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,5000151188,"2,589,241.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTHAMPTONSHIRE POLICE AUTH,5000151189,"693,122.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTHUMBERLAND,5000151707,"2,518,375.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NORTHUMBRIA POLICE AUTH,5000151192,"3,608,877.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NOTTINGHAM CITY COUNCIL,5000151198,"4,212,785.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NOTTINGHAMSHIRE COUNTY CNCL,5000151202,"2,176,758.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NOTTINGHAMSHIRE POLICE AU,5000151205,"1,490,346.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,5000151204,"531,169.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,NUNEATON & BEDWORTH BC,5000151207,"259,422.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,OADBY & WIGSTON BC,5000151215,"106,108.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,OLDHAM MBC,5000151219,"2,775,277.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,OXFORDSHIRE CC,5000151225,"842,574.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,PENDLE BC,5000151227,"271,537.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,PETERBOROUGH CITY CNCL,5000151232,"1,757,733.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,PLYMOUTH CITY CNCL,5000151233,"2,419,788.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,PORTSMOUTH CITY COUNCIL,5000151241,"1,997,500.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,READING BC,5000151253,"1,176,078.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,5000151257,"1,568,217.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,RIBBLE VALLEY BC,5000151266,"94,524.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,RICHMONDSHIRE DC,5000151274,"90,360.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROCHDALE MBC,5000151276,"2,503,422.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROCHFORD DISTRICT COUNCIL,5000151280,"99,018.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROSSENDALE BC,5000151283,"143,113.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROTHER DC,5000151287,"139,856.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROTHERHAM MBC,5000151291,"2,815,090.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,5000150519,"327,556.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ROYAL BORO OF KENSINGTON & CHELSEA,5000150979,"2,418,334.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SALFORD CITY CNCL,5000151313,"2,972,331.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SANDWELL MBC,5000151315,"4,474,368.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SCARBOROUGH BC,5000151320,"285,340.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SEDGEMOOR DC,5000151322,"246,105.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SEFTON MBC,5000151327,"2,647,870.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SHEFFIELD CITY CNCL,5000151334,"6,335,860.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SHEPWAY DC,5000151337,"212,801.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,5000151343,"138,902.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SHROPSHIRE COUNCIL,5000151711,"1,570,649.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SLOUGH BOROUGH COUNCIL,5000151346,"1,295,377.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOLIHULL MBC,5000151349,"918,036.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOMERSET COUNTY CNCL,5000151351,"1,358,630.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH DERBYSHIRE D C,5000151362,"166,929.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH GLOUCESTERSHIRE COUNCIL,5000151363,"886,451.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH HOLLAND,5000151369,"219,226.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH NORFOLK DC,5000151382,"178,409.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH STAFFORDSHIRE DC,5000151396,"164,302.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH TYNESIDE COUNCIL,5000151401,"2,203,729.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH YORKSHIRE FIRE & CD,5000151403,"897,511.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTH YORKSHIRE P A,5000151405,"2,494,509.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTHAMPTON CITY CNCL,5000151408,"2,285,392.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTHEND ON SEA BC,5000151410,"1,306,145.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SOUTHWARK LB,5000151412,"5,851,146.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,ST HELENS MBC,5000151426,"2,008,359.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,5000151434,"395,030.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STAFFORDSHIRE COUNTY CNCL,5000151432,"1,943,919.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STAFFORDSHIRE MOORLANDS DC,5000151437,"173,258.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STAFFORDSHIRE POLICE AUTHORITY,5000151439,"1,131,073.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STOCKPORT MBC,5000151446,"1,401,628.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STOCKTON ON TEES BC,5000151449,"1,784,713.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,STOKE ON TRENT CITY COUNCIL,5000151451,"2,905,265.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SUFFOLK COUNTY CNCL,5000151461,"2,463,262.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SUFFOLK POLICE AUTHORITY,5000151465,"636,106.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SUNDERLAND DC,5000151468,"3,843,399.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SURREY POLICE AUTHORITY,5000151475,"346,065.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SUSSEX POLICE AUTHORITY,5000151477,"1,528,790.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SUTTON LB,5000151480,"915,945.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SWALE BC,5000151483,"296,177.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,SWINDON BC,5000151485,"850,908.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TAMESIDE MBC,5000151487,"2,407,863.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TEIGNBRIDGE DC,5000151500,"226,091.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TELFORD & WREKIN DC,5000151503,"1,609,896.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TENDRING DC,5000151506,"346,585.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,THAMES VALLEY POLICE AUTHORITY,5000151516,"1,858,392.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,THANET DC,5000151517,"303,779.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,THURROCK  BOROUGH COUNCIL,5000151525,"1,269,317.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TORBAY BC,5000151530,"1,252,896.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TORRIDGE DC,5000151534,"157,017.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TOWER HAMLETS LB,5000151537,"5,888,556.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TRAFFORD MBC,5000151541,"1,482,913.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,TYNE & WEAR FIRE AUTHORITY,5000151547,"868,199.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,W YORKSHIRE FIRE & RESCUE AUTH,5000151626,"1,403,240.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WALSALL MBC,5000151557,"3,132,372.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WALTHAM FOREST LB,5000151562,"2,806,411.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WANDSWORTH LB,5000151564,"3,809,091.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WARRINGTON BC,5000151567,"1,044,953.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WARWICKSHIRE COUNTY CNCL,5000151573,"729,810.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WARWICKSHIRE POLICE AUTHORITY,5000151574,"368,806.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WAVENEY DISTRICT COUNCIL,5000151581,"285,571.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST DEVON BC,5000151598,"92,175.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST LANCASHIRE BC,5000151606,"218,179.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST LINDSEY DC,5000151609,"187,711.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST MERCIA POLICE AUTH,5000151611,"1,064,629.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,5000151613,"1,972,516.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST MIDLANDS POLICE AUTH,5000151615,"5,981,654.00",Yes
Communities & Local Government,DCLG,03/02/2011,Revenue Support grant payable,Localism,WEST SOMERSET DC,5000151621,"75,320.00",Yes
