Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,831542,1500.4
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,827741,1497.75
Ministry of Defence,Ministry of Defence,31/08/2011,Estate management,Defence Infrastructure Organisation ,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,1478.16
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Command Joint Operations,PFIZER LIMITED,KT20 7NS,835354,1477.73
Ministry of Defence,Ministry of Defence,01/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826181,1468.13
Ministry of Defence,Ministry of Defence,09/08/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005810,1459.35
Ministry of Defence,Ministry of Defence,08/08/2011,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,828931,1458.76
Ministry of Defence,Ministry of Defence,15/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,SN5 8RS,831643,1455.8
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,827642,1449.97
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Navy Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,831159,1443.39
Ministry of Defence,Ministry of Defence,03/08/2011,Estate management,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000060607,1439.91
Ministry of Defence,Ministry of Defence,05/08/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,RH2 8BF,828362,1438.75
Ministry of Defence,Ministry of Defence,11/08/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,830843,1437.02
Ministry of Defence,Ministry of Defence,12/08/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,831433,1435
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,828887,1429.28
Ministry of Defence,Ministry of Defence,04/08/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,827741,1424.09
Ministry of Defence,Ministry of Defence,24/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,1414.87
Ministry of Defence,Ministry of Defence,25/08/2011,IT and communication services,Defence Equipment & Support,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000061624,1413.42
Ministry of Defence,Ministry of Defence,19/08/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1406.65
Ministry of Defence,Ministry of Defence,25/08/2011,Fees for professional services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,836173,1400
Ministry of Defence,Ministry of Defence,01/08/2011,IT and communication services,Defence Equipment & Support,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000060371,1396.51
Ministry of Defence,Ministry of Defence,10/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,ROYAL BRUNEI AIRLINES SDN BHD,,830270,1391.63
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,832579,1382.85
Ministry of Defence,Ministry of Defence,25/08/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,836120,1379.36
Ministry of Defence,Ministry of Defence,17/08/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,832974,1377.17
Ministry of Defence,Ministry of Defence,12/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,AIR PARTNER PLC,RH6 0PA,830982,1375
Ministry of Defence,Ministry of Defence,15/08/2011,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,831662,1371.94
Ministry of Defence,Ministry of Defence,22/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,834992,1348.01
Ministry of Defence,Ministry of Defence,04/08/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827691,1344.98
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Defence Equipment & Support,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,837384,1338.44
Ministry of Defence,Ministry of Defence,03/08/2011,Building maintenance and accommodation stores,Defence Equipment & Support,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3RY,827405,1335.5
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Staff Training,Programme Office,BARCLAYCARD,,G - 9000135415 - 00116696,1329
Ministry of Defence,Ministry of Defence,10/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,B+B AUTOVERMIETUNG GMBH,,5000060957,1327.43
Ministry of Defence,Ministry of Defence,15/08/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,831662,1322.53
Ministry of Defence,Ministry of Defence,02/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826713,1308.56
Ministry of Defence,Ministry of Defence,22/08/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1306.81
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,837240,1304.11
Ministry of Defence,Ministry of Defence,15/08/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,831589,1298.99
Ministry of Defence,Ministry of Defence,05/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,828782,1294.55
Ministry of Defence,Ministry of Defence,05/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,828399,1285.83
Ministry of Defence,Ministry of Defence,16/08/2011,Payment of utilities,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,832178,1280.25
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Navy Command,OFFICE DEPOT UK LTD,SP10 4JZ,837604,1276.26
Ministry of Defence,Ministry of Defence,22/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,834434,1270.33
Ministry of Defence,Ministry of Defence,10/08/2011,Food and clothing,Air Command,SODEXO LTD,M50 0AL,830298,1260.94
Ministry of Defence,Ministry of Defence,19/08/2011,Estate management,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,834241,1260
Ministry of Defence,Ministry of Defence,24/08/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,1259.33
Ministry of Defence,Ministry of Defence,11/08/2011,IT and communication services,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,AL7 1TW,830923,1250
Ministry of Defence,Ministry of Defence,09/08/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,829767,1245.31
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,836174,1240.25
Ministry of Defence,Ministry of Defence,15/08/2011,Food and clothing,Air Command,TURNER VIRR & CO. LTD,LS25 2DY,832015,1238.37
Ministry of Defence,Ministry of Defence,05/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,828701,1221.61
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,829409,1219.33
Ministry of Defence,Ministry of Defence,05/08/2011,Estate management,Central TLB,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,828398,1205.24
Ministry of Defence,Ministry of Defence,25/08/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,836488,1201.67
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,836089,1198.31
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,836015,1197.6
Ministry of Defence,Ministry of Defence,16/08/2011,Design services and minor equipment purchases,Command Joint Operations,CANON (UK) LIMITED,RH2 8BF,832137,1196.02
Ministry of Defence,Ministry of Defence,04/08/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,827784,1195.79
Ministry of Defence,Ministry of Defence,25/08/2011,IT and communication services,Defence Infrastructure Organisation ,CYPRUS TELECOMMUNICATIONS AUTHORITY,,5000061624,1195.69
Ministry of Defence,Ministry of Defence,05/08/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1194.21
Ministry of Defence,Ministry of Defence,09/08/2011,Food and clothing,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000005810,1192.7
Ministry of Defence,Ministry of Defence,24/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,1191.75
Ministry of Defence,Ministry of Defence,26/08/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,836577,1191.6
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,835474,1187.42
Ministry of Defence,Ministry of Defence,12/08/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,831503,1177.9
Ministry of Defence,Ministry of Defence,22/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,DSV AIR & SEA LIMITED,M22 4NY,834452,1172.4
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,829900,1167.99
Ministry of Defence,Ministry of Defence,12/08/2011,Purchase of inventory and services ,Air Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,831159,1161.38
Ministry of Defence,Ministry of Defence,22/08/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,834874,1161.08
Ministry of Defence,Ministry of Defence,04/08/2011,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,827951,1159
Ministry of Defence,Ministry of Defence,09/08/2011,Food and clothing,Land Forces,ITURRI SA,OX16 3TA,3000005810,1158.97
Ministry of Defence,Ministry of Defence,15/08/2011,Medical treatment & stores and welfare services,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,831754,1152
Ministry of Defence,Ministry of Defence,25/08/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,836440,1149.7
Ministry of Defence,Ministry of Defence,02/08/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826713,1142.74
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,834271,1139.81
Ministry of Defence,Ministry of Defence,01/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,826673,1137.75
Ministry of Defence,Ministry of Defence,25/08/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,836488,1134.37
Ministry of Defence,Ministry of Defence,08/08/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1128.66
Ministry of Defence,Ministry of Defence,18/08/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833114,1127.62
Ministry of Defence,Ministry of Defence,05/08/2011,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,828362,1111.17
Ministry of Defence,British Defence Staff -United States,25/08/2011,"Transporation of personnel, freight and travel expenses",Navy Command,INTERSTATE,,282833,1104.19
Ministry of Defence,Ministry of Defence,10/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,829948,1102.5
Ministry of Defence,Ministry of Defence,10/08/2011,Estate management,Air Command,ARAMARK LTD,LS16 6QY,829933,1091.65
Ministry of Defence,Ministry of Defence,04/08/2011,Payment of utilities,Land Forces,MABANAFT DEUTSCHLAND GMBH,,5000060700,1080.82
Ministry of Defence,Ministry of Defence,31/08/2011,Externally delivered education and training,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,837937,1073.6
Ministry of Defence,Ministry of Defence,09/08/2011,IT and communication services,Air Command,XMA LTD,NG11 7EP,829900,1070.1
Ministry of Defence,Ministry of Defence,05/08/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,828362,1067.77
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Repairs & Maintenance,Infrastructure,BARCLAYCARD,,G - 9000135415 - 00116696,1065.6
Ministry of Defence,Ministry of Defence,12/08/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,831445,1061.67
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Conferences & Catering,Programme Office,BARCLAYCARD,,G - 9000135415 - 00116696,1054.08
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,829495,1052.4
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of inventory and services ,Land Forces,PFIZER LIMITED,KT20 7NS,835354,1051.46
Ministry of Defence,Ministry of Defence,30/08/2011,Food and clothing,Land Forces,ITURRI SA,OX16 3TA,3000005874,1050.38
Ministry of Defence,Ministry of Defence,04/08/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1048.57
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,837797,1041.63
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,837797,1036.62
Ministry of Defence,Ministry of Defence,03/08/2011,Fees for professional services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,827318,1036
Ministry of Defence,Ministry of Defence,31/08/2011,Fees for professional services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,837966,1036
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,832051,1035.49
Ministry of Defence,Ministry of Defence,02/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826713,1033.2
Ministry of Defence,Ministry of Defence,17/08/2011,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,832607,1029.3
Ministry of Defence,Ministry of Defence,12/08/2011,IT and communication services,Central TLB,CANON (UK) LIMITED,RH2 8BF,831060,1026.4
Ministry of Defence,Ministry of Defence,04/08/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1025.54
Ministry of Defence,Ministry of Defence,02/08/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,826713,1025.29
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,834499,1021.86
Ministry of Defence,Ministry of Defence,05/08/2011,Design services and minor equipment purchases,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,828399,1021.5
Ministry of Defence,Ministry of Defence,08/08/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1015.45
Ministry of Defence,Ministry of Defence,10/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,829948,1015.24
Ministry of Defence,Ministry of Defence,18/08/2011,"Transporation of personnel, freight and travel expenses",Air Command,ROYAL MAIL GROUP LIMITED,PE4 5PG,833572,1015
Ministry of Defence,Ministry of Defence,17/08/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,832672,1012.29
Ministry of Defence,Ministry of Defence,16/08/2011,"Transporation of personnel, freight and travel expenses",Central TLB,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,832186,1008.79
Ministry of Defence,Ministry of Defence,08/08/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,RH2 8BF,828887,1006.56
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000135415 - 00116695,1003.3
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,828887,1002.45
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,828887,1002.4
Ministry of Defence,Ministry of Defence,12/08/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,831503,1002.24
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Publications/Subscriptions,Operations,BARCLAYCARD,,G - 9000135415 - 00116696,997.9
