Department family,Entity,Date,Expense type,Expense area,Supplier,Post Code,Transaction number,Total
Ministry of Defence,Ministry of Defence,04/07/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,813813,"74,573.52"
Ministry of Defence,Ministry of Defence,29/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PLANT SPEED LIMITED,BS10 7ES,825960,"74,348.71"
Ministry of Defence,Ministry of Defence,14/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,819569,"74,318.78"
Ministry of Defence,Ministry of Defence,07/07/2011,Rent and rates,Defence Infrastructure Organisation ,FIFE COUNCIL,KY7 5LT,816285,"74,159.48"
Ministry of Defence,Ministry of Defence,21/07/2011,Estate management,Defence Infrastructure Organisation ,STADT BIELEFELD,,5000059889,"74,047.30"
Ministry of Defence,Ministry of Defence,07/07/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,816337,"74,041.26"
Ministry of Defence,Ministry of Defence,08/07/2011,Rent and rates,Land Forces,GUY'S & ST THOMAS NHS FOUNDATION TRUST,SE1 9RT,2E+11,"73,879.11"
Ministry of Defence,Ministry of Defence,25/07/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,LS25 2DY,823875,"73,835.46"
Ministry of Defence,Ministry of Defence,08/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,816931,"73,832.94"
Ministry of Defence,Ministry of Defence,05/07/2011,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,SN5 6PE,814413,"73,737.57"
Ministry of Defence,Ministry of Defence,19/07/2011,Purchase of inventory and services ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,821113,"73,504.44"
Ministry of Defence,Ministry of Defence,13/07/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,818826,"73,432.06"
Ministry of Defence,Ministry of Defence,21/07/2011,Estate management,Defence Infrastructure Organisation ,GRAHAM ASSET MANAGEMENT LIMITED,BT3 9ED,32911,"73,035.00"
Ministry of Defence,Ministry of Defence,21/07/2011,Estate management,Land Forces,ARAMARK LTD,LS16 6QY,822211,"73,030.81"
Ministry of Defence,Ministry of Defence,05/07/2011,Fuel for military use,Land Forces,UNITED AVIATION SERVICES,,2000012091,"72,772.74"
Ministry of Defence,Ministry of Defence,21/07/2011,Fees for professional services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,822404,"72,685.00"
Ministry of Defence,Ministry of Defence,22/07/2011,Rental of plant and machinery,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,MK7 8AJ,822835,"72,677.67"
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,816420,"72,495.04"
Ministry of Defence,Ministry of Defence,19/07/2011,Rent and rates,Defence Infrastructure Organisation ,ARGYLL & BUTE COUNCIL,PA28 JU,820990,"72,493.11"
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,,5000058762,"72,192.30"
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,SN6 8LA,2E+11,"71,951.65"
Ministry of Defence,Ministry of Defence,13/07/2011,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,818894,"71,898.55"
Ministry of Defence,Ministry of Defence,06/07/2011,Fees for professional services,Defence Infrastructure Organisation ,G4S FSI LIMITED,SM1 4LD,161447,"71,750.63"
Ministry of Defence,Ministry of Defence,11/07/2011,Purchase of inventory and services ,Defence Equipment & Support,AUSTIN HAYES LTD,LS19 7BD,817508,"71,628.79"
Ministry of Defence,Ministry of Defence,05/07/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,815236,"71,570.63"
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of inventory and services ,Central TLB,THE ROYAL MINT,CF72 8YT,824894,"71,495.99"
Ministry of Defence,Ministry of Defence,14/07/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,819702,"71,442.65"
Ministry of Defence,Ministry of Defence,20/07/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,ELECTRO SERVICES (MIDLANDS) LTD,TF3 3BD,821714,"71,437.54"
Ministry of Defence,Ministry of Defence,20/07/2011,Externally delivered education and training,Land Forces,THE ROYAL ENGINEERS VOCATIONAL EDUCATION AND TRAINING TRUST,ME4 4UG,822126,"71,268.91"
Ministry of Defence,Ministry of Defence,15/07/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,820245,"71,183.98"
Ministry of Defence,Ministry of Defence,29/07/2011,Payment of utilities,Defence Infrastructure Organisation ,Babcock,,24560,"71,152.09"
Ministry of Defence,Ministry of Defence,20/07/2011,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,SN5 6PE,821535,"70,833.69"
Ministry of Defence,Ministry of Defence,13/07/2011,Estate management,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,818733,"70,819.01"
Ministry of Defence,Ministry of Defence,26/07/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,823937,"70,645.40"
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Defence Infrastructure Organisation ,STADT GUETERSLOH,,5000058795,"70,629.07"
Ministry of Defence,Ministry of Defence,20/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,HYDRASUN LIMITED,AB12 3GQ,821789,"70,555.68"
Ministry of Defence,Ministry of Defence,27/07/2011,Estate management,Land Forces,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,5000060212,"70,464.29"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Defence Equipment & Support,TEM UK LIMITED,TS25 2DL,815296,"70,365.00"
Ministry of Defence,Ministry of Defence,07/07/2011,Externally delivered education and training,Land Forces,RIGHT MANAGEMENT LIMITED,EC4N 7BE,816589,"70,203.87"
Ministry of Defence,Ministry of Defence,20/07/2011,Fees for professional services,Defence Equipment & Support,KPMG LLP,WD17 1DE,821817,"70,119.00"
Ministry of Defence,United Kingdon Hydrographic Office,19/07/2011,Audit Fees,Finance Branch,National Audit Office,,2000055085,"70,000.00"
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,814769,"69,952.72"
Ministry of Defence,Ministry of Defence,25/07/2011,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,BS16 5LL,823393,"69,560.20"
Ministry of Defence,Ministry of Defence,20/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,HOEBER-REISEN KG,,5000059735,"69,553.57"
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,814483,"69,400.25"
Ministry of Defence,Ministry of Defence,13/07/2011,Fees for professional services,Defence Equipment & Support,KPMG LLP,WD17 1DE,818888,"69,041.00"
Ministry of Defence,Ministry of Defence,15/07/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,819964,"68,850.11"
Ministry of Defence,Ministry of Defence,18/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,820875,"68,600.08"
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Navy Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,824868,"68,588.44"
Ministry of Defence,Ministry of Defence,15/07/2011,Estate management,Air Command,WESSEX WATER SERVICES LTD,BA2 7WW,820335,"68,296.32"
Ministry of Defence,Ministry of Defence,20/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,821661,"68,076.09"
Ministry of Defence,Ministry of Defence,08/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,SVITZER MARINE LIMITED,TS3 6AB,817361,"68,057.32"
Ministry of Defence,Ministry of Defence,22/07/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,822868,"67,428.26"
Ministry of Defence,Ministry of Defence,06/07/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,815669,"67,180.25"
Ministry of Defence,Ministry of Defence,11/07/2011,Externally delivered education and training,Land Forces,THE BRITISH SCHOOL OF MOTORING LIMITED,BS32 4TR,161618,"67,035.24"
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,824868,"66,911.37"
Ministry of Defence,Ministry of Defence,22/07/2011,Purchase of inventory and services ,Defence Equipment & Support,PROMETHEUS MEDICAL LTD,HR6 0PW,823155,"66,705.60"
Ministry of Defence,Ministry of Defence,07/07/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,816628,"66,693.33"
Ministry of Defence,Ministry of Defence,21/07/2011,Grants to Reserves Forces and Cadets Association,Land Forces,COUNCIL FOR CADET RIFLE SHOOTING,GU24 0NY,822302,"66,642.50"
Ministry of Defence,Ministry of Defence,27/07/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000012294,"66,531.20"
Ministry of Defence,Ministry of Defence,21/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,822544,"66,355.27"
Ministry of Defence,Ministry of Defence,14/07/2011,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,819315,"66,249.78"
Ministry of Defence,Ministry of Defence,07/07/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH DORSET DISTRICT COUNCIL,DT11 7LL,816506,"66,235.76"
Ministry of Defence,Ministry of Defence,13/07/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,818747,"66,169.08"
Ministry of Defence,Ministry of Defence,06/07/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,815960,"65,950.38"
Ministry of Defence,Ministry of Defence,06/07/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,"65,887.92"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,814348,"65,735.99"
Ministry of Defence,Ministry of Defence,14/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,819206,"65,700.00"
Ministry of Defence,Ministry of Defence,29/07/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,825581,"65,668.00"
Ministry of Defence,Ministry of Defence,27/07/2011,Fees for professional services,Defence Equipment & Support,L.E.K. CONSULTING LLP,SW1X 7JL,824649,"65,652.00"
Ministry of Defence,Ministry of Defence,07/07/2011,Rent and rates,Defence Infrastructure Organisation ,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,PE30 1PX,816140,"65,651.16"
Ministry of Defence,Ministry of Defence,21/07/2011,Rental of plant and machinery,Defence Equipment & Support,T W ENGINEERING COMPANY LTD,DE7 4RB,822652,"65,416.14"
Ministry of Defence,Ministry of Defence,07/07/2011,Rent and rates,Defence Infrastructure Organisation ,GUILDFORD BOROUGH COUNCIL,GU2 4BB,816316,"65,273.23"
Ministry of Defence,Ministry of Defence,18/07/2011,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,820614,"65,216.04"
Ministry of Defence,Ministry of Defence,22/07/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,822778,"65,032.97"
Ministry of Defence,Ministry of Defence,29/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,PLANT SPEED LIMITED,BS10 7ES,825960,"64,809.19"
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Defence Infrastructure Organisation ,STADT BIELEFELD,,5000058791,"64,679.02"
Ministry of Defence,Ministry of Defence,07/07/2011,Rent and rates,Defence Infrastructure Organisation ,CORNWALL COUNCIL,PL27 6TW,816205,"64,578.39"
Ministry of Defence,Ministry of Defence,29/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,825777,"64,551.12"
Ministry of Defence,Ministry of Defence,22/07/2011,Transport hire charges,Land Forces,RYDER DEUTSCHLAND GMBH,,5000059965,"64,287.24"
Ministry of Defence,Ministry of Defence,18/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,FERNAU AVIONICS LTD,LU2 9NY,820544,"64,008.00"
Ministry of Defence,Ministry of Defence,11/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,STS DEFENCE LIMITED,B64 5QB,161617,"63,930.89"
Ministry of Defence,Ministry of Defence,19/07/2011,Rent and rates,Defence Infrastructure Organisation ,AYLESBURY VALE DISTRICT COUNCIL,HP20 2TW,821006,"63,905.22"
Ministry of Defence,Ministry of Defence,06/07/2011,"Transporation of personnel, freight and travel expenses",Air Command,INTERNATIONAL AIR TRANSPORT ASSOCIATION,,2000012100,"63,734.94"
Ministry of Defence,Ministry of Defence,07/07/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,816185,"63,675.00"
Ministry of Defence,Ministry of Defence,28/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,DY4 7UD,825061,"63,600.07"
Ministry of Defence,Ministry of Defence,27/07/2011,Estate management,Land Forces,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,824549,"63,000.00"
Ministry of Defence,Ministry of Defence,25/07/2011,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,823398,"62,869.16"
Ministry of Defence,Ministry of Defence,27/07/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000060156,"62,862.54"
Ministry of Defence,Ministry of Defence,20/07/2011,Payment of utilities,Defence Infrastructure Organisation ,WEST ENERGIE UND VERKEHR (1),,5000059819,"62,848.65"
Ministry of Defence,Ministry of Defence,19/07/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,821027,"62,481.65"
Ministry of Defence,Ministry of Defence,05/07/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,814771,"62,449.34"
Ministry of Defence,Ministry of Defence,13/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,SMITH & NEPHEW HEALTHCARE LIMITED,HU3 2BN,819117,"62,400.00"
Ministry of Defence,Ministry of Defence,21/07/2011,Transport hire charges,Defence Equipment & Support,DAWSONRENTALS TRUCK & TRAILER LTD,MK15 8JH,822311,"62,362.20"
Ministry of Defence,Ministry of Defence,20/07/2011,IT and communication services,Air Command,JEPPESEN U.K. LIMITED,RH10 9AD,821808,"62,304.08"
Ministry of Defence,Ministry of Defence,27/07/2011,IT and communication services,Air Command,JEPPESEN U.K. LIMITED,RH10 9AD,824635,"62,304.08"
Ministry of Defence,Ministry of Defence,04/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,814215,"61,908.00"
Ministry of Defence,Ministry of Defence,05/07/2011,Fuel for military use,Navy Command,ARVAL UK LTD,SN5 6PE,814413,"61,794.64"
Ministry of Defence,Ministry of Defence,06/07/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE MUNSTER GMBH,,5000058929,"61,453.91"
Ministry of Defence,Ministry of Defence,11/07/2011,Estate management,Central TLB,EUROPA FACILITIES MANAGEMENT LTD,M50 3SP,817670,"61,207.52"
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,FLUKE (UK) LIMITED,NR6 6JB,816288,"61,183.00"
Ministry of Defence,Ministry of Defence,11/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,SN5 8RS,817590,"61,120.78"
Ministry of Defence,Royal Hospital Chelsea GIA,12/07/2011,Security,Royal Hospital Chelsea,Wilson James,,PIN118307,"60,981.46"
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,820434,"60,632.33"
Ministry of Defence,Ministry of Defence,06/07/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,816001,"60,603.58"
Ministry of Defence,Ministry of Defence,13/07/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,818737,"60,466.22"
Ministry of Defence,Ministry of Defence,20/07/2011,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,821535,"60,373.23"
Ministry of Defence,Reserve Forces and Cadets Associations,27/07/2011,Rent and rates,Infrastructure,CARDIFF COUNTY COUNCIL,,1888,"60,300.61"
Ministry of Defence,Ministry of Defence,08/07/2011,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,817380,"60,220.59"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DYTECNA ENGINEERING LIMITED,KT13 0TJ,815601,"60,001.62"
Ministry of Defence,Ministry of Defence,20/07/2011,Fuel for military use,Navy Command,ARVAL UK LTD,SN5 6PE,821535,"59,875.35"
Ministry of Defence,Ministry of Defence,19/07/2011,Property leases,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,821176,"59,549.55"
Ministry of Defence,Ministry of Defence,04/07/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,814310,"59,487.42"
