Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026626,14.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026627,7.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026628,4.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026628,28.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026628,0.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Library Services,Business & Skills Group - Economic Development Directorate,THE BRITISH LIBRARY,1026630,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026653,1.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026653,6.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Publications,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,JONES YARRELL LEADENHALL,1026657,102.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026664,7.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026667,0.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1026667,8.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Line Rental,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026670,1.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Line Rental,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026670,44.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Line Rental,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026670,128.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,O2,1026673,16.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Other Training Costs,Business & Skills Group - RDA Transition and Closures,INSTITUTE FOR PUBLIC POLICY RESEARCH,1026680,75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/05/2011,Insolvency Service Policy Work,Market and Frameworks Group - Insolvency Service,THE INSOLVENCY SERVICE,1026681,129500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,INTERQUEST GROUP (UK) LTD (IGUKL) T/A SAND RESOURCES,1026691,7783
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Corporate Management Consultancy,Finance & Commercial Group - Finance Group,INTERQUEST GROUP (UK) LTD (IGUKL) T/A SAND RESOURCES,1026691,139
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Postage,"Legal, People & Communications Group - Legal Services",TNT UK LTD,1026708,2.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,Finance & Commercial Group - Finance Group,THE STATIONERY OFFICE LTD,1026711,123.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1026712,58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,VODAFONE LTD,1026718,10.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026722,155.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/05/2011,Information Facilities,"Legal, People & Communications Group - Legal Services",FINANCIAL SERVICES AUTHORITY,1026729,6750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Other Training Costs,Knowledge and Innovation Group - Research Base,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1026732,327.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Technical Advice / Services & Support,Business & Skills Group - RDA Transition and Closures,J M W MOSAIC LTD,1026743,4200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1026749,494.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1026756,48.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1026760,586.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Catering Supplies,"Legal, People & Communications Group - Innovation Capability Team",ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),1026764,13.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Publications,Knowledge and Innovation Group - Higher Education,JONES YARRELL LEADENHALL,1026770,36.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Postage,"Legal, People & Communications Group - Legal Services",PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1026783,105.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Postage,"Legal, People & Communications Group - Legal Services",PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1026783,32.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Static Line Rental,"Legal, People & Communications Group - Legal Services",BRITISH TELECOMMUNICATIONS plc (BT),1026784,69.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Other Telephone Costs,Business & Skills Group - USG Admin,BT CONFERENCING VIDEO LTD,1026787,21.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Publications,Market and Frameworks Group - Employment Relations,JONES YARRELL LEADENHALL,1026788,34.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1026793,0.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1026793,11.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,468.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,299.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,66.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,200.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,248.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,194.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,543.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1026795,88.05
