Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Courier Services (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015312,148.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015313,877
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015314,92.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015315,211.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015316,37.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015319,-560.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015320,22.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015320,560.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015322,1690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015323,1690
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015325,1750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1017935,5639.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1017935,29.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1017935,1164.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL,1017935,55.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,86.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,14.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Others UK T&S (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,48.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,46.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,7.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Other IT Costs (Programme),Knowledge and Innovation Group - Research Base,ELEMENT ENERGY LTD,1017949,41.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,SCIENCE & TECHNOLOGY FACILITIES COUNCIL,1017977,604.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275424,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275424,19.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275441,1767.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Innovation,THE TECHNOLOGY STRATEGY BOARD,1017961,25000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Employment Relations,TUC,1017787,29367.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SOVEREIGN TRUSTEES LIMITED (TRUSTEE COMPANY OF ADDLESHAW GODDARD),1017633,339.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SPACE MAKER SELF STORAGE - BOURNEMOUTH,1017998,3500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SPACE MAKER SELF STORAGE - BOURNEMOUTH,1017998,616
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/02/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SUPER STORAGE LTD,1018001,382.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,SOUTH EAST ENGLAND DEVELOPMENT AGENCY,1018052,14604
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,1016678,-376.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1018042,14309.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,CARLSON WAGONLIT TRAVEL UK LTD,1018055,1258.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Other IT Costs (Programme),Business & Skills Group - Information Economy,CLAIRE HILL,1018149,270
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ABV SOLICITORS,1018151,82.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ABV SOLICITORS,1018151,13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ABV SOLICITORS,1018154,103.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ABV SOLICITORS,1018154,16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DARBYS,1018159,1381.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DARBYS,1018161,313.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HARRIET BATHURST NORMAN,1018132,133.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,SOUTH EAST ENGLAND DEVELOPMENT AGENCY,1018052,31204
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Other IT Costs (Programme),Business & Skills Group - Information Economy,JEAN GOUGH,1018046,304.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Other Training Costs (Programme),Finance & Commercial Group - Finance Group,OFFICE OF GOVERNMENT COMMERCE (OGC),1018111,-7920
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/02/2011,Other Training Costs (Programme),Finance & Commercial Group - Finance Group,OFFICE OF GOVERNMENT COMMERCE (OGC),1018112,7920
