Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,C2,,,Business Management,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,C2,,,Finance,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,C2,,,Statistician,4,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,C2,,,Information Service Provision,7,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,C2,,,Information Service Provision,1,RDP
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,Band D,,,Information Service Provision,13,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107359,Band D,,,Finance,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107359,Band D,,,Business Management,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107359,Band D,,,Statistician,5,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107359,E1,,,Administration,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,E1,,,Statistician,3,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,E1,,,Administration,3,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,E1,,,Information Service Provision,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,B2,,,Statistician,3,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,B2,,,Economist,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,B2,,,Epidemiologist,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,C1,,,Statistician,8,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,C1,,,Business Management,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,C1,,,Information Service Provision,1,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,C2,,,Statistician,5,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,C2,,,Information Service Provision,4,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,Band D,,,Statistician,15,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,Band D,,,Administration,2,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107419,Band D,,,Information Service Provision,1,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,E1,,,Statistical Analysis,5,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,E2,,,Administration,1,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,B2,,,Statistician,3,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,C1,,,Statistician,4,,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,C2,,,Statistician,8,,"?32,657"
Ministry of Defence,Ministry of Defence,Central Top Level Budget,107421,Band D,,,Statistician,16,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107421,Band D,,,Administration,1,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,E1,,,Administration,1,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,B1,,,Accountant,1,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,B2,,,Economist,4,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,B2,,,Statistician,2,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,C1,,,Economist,3,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,C1,,,Accountant,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,C1,,,Statistician,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,C2,,,Economist,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,C2,,,Statistician,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,107429,Band D,,,Statistician,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,109679,B1,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,109679,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,109679,B2,,,,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,109782,B1,,,,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,109782,B2,,,,4
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,B2,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,C1,,,,11
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,C2,,,,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111565,Band D,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,B2,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,C1,,,,4
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,Band D,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,B2,,,Asst Hd - Business Strategy & Governance,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,C1,,,Business Strategy & Governance,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,111813,Band D,,,Business Support,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,B1,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,B2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,C1,,,,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,C2,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,114597,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,B1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,OF3,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,OF3,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,OF3,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,B2,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,C1,,,,4
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,C2,,,,9
Ministry of Defence,Ministry of Defence,Central Top Level Budget,135903,Band D,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,B1,,,Deputy Head - Financial Management Information,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,E1,,,Support,14
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,E1,,,PS,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,B2,,,Asst Hd - Financial Management Information,9
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,C1,,,Financial Management Information,34
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,C2,,,Financial Management Information,62
Ministry of Defence,Ministry of Defence,Central Top Level Budget,136404,Band D,,,Financial Management Information,61
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,B1,,,,2
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,B2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,C1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,142073,C2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,142073,OF4,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,179598,C1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,179598,Band D,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,189654,B1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055224,OF3,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055232,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055232,E1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055232,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055232,OF4,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055232,C1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055232,C2,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055721,E1,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055721,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1055721,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,OF4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,B2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,C1,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,C2,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,OF4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1055721,OF4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,OF4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,Sgt,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,C1,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,BAND D,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,E1,,,,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1057629,OF5,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,E1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1106793,C2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1106793,OF4,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF4,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,B2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,C1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1119895,OF4,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,OF4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,OF3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,OF4,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,C1,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,C2,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,BAND D,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,E1,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,OF4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1242123,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,B1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,E1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,OF4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,OF3,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,C1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,C2,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1267296,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF4,,,,6
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF4,,,,5
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF4,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,1605824,OF5,,,,1
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,B1,,,Deputy Head,3
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,B2,,,Ass Head,7
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,C1,,,,19,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,C2,,,,36,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,Band D,,,,70,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,E1,,,,278,
Ministry of Defence,Ministry of Defence,Central Top Level Budget,25463,E2,,,,56,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056156 - Head Strategy & Programme Management ,B1,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,169882 - Head Secretariat & Knowledge Management,B1,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1056162 - Head Pay and Manning ,B1,,,Assistant Head,1,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,175364 - Head Service Conditions & Welfare ,B1,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,112611 - Head Pensions Compensation & Veterans ,B1,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105780 - Defence Training Rationalisation  IPT Leader,B1,,,Assistant Head,2,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,00110710 - Head of Corporate Services,B1,,,Assistant Head,1,SPVA
